Station Code	Station Name	Station Coordinates
BDLC	BONIDANGA LINK CABIN	"24.822107,87.798271"
BDM	BADAMI	"15.959168,75.6769502"
BDMA	BUDHMA	"25.902468,86.856709"
BDME	BAIDYANATHDHAM	"24.4892223,86.6920301"
BDMJ	BHODWAL MAJRI	"29.1851892,77.0082164"
BDN	BHADAN	"26.9794518,78.7375546"
BDNK	BODINAYAKKANUR	"10.020751,77.346754"
BDNP	BIDANPUR	"25.585337,81.442337"
BDO	BAHALDA ROAD	"22.440781,86.163969"
BDPA	BADALPUR PH	"21.710227,87.615967"
BDPG	BADA PADAGAON	"20.57027831,85.87351799"
BDPK	BURHAPANKA	"20.85295668,85.25562286"
BDPL	BANDARUPALLE	"16.3651965,80.3624702"
BDPR	BRINDABANPUR	"23.313134,87.293308"
BDRL	BYADARAHALLI	"12.50228,76.753106"
BDRN	BHADRAN	"22.40103,72.908878"
BDSR	BANSADHARA	"0,0"
BDSW	BUDHSINGHWALA	"29.832156,74.22226"
BDT	BORDUBI ROAD	"27.399051,95.314465"
BDTF	BOTAD JN	"0,0"
BDTS	BANDRA TERMINUS	"19.062341,72.840965"
BDU	BADNAPUR	"19.874419,75.722923"
BDVL	BUDVEL	"17.3098373,78.4249782"
BDVR	BODDAVARA	"18.175375,83.112774"
BDVT	BHADRAVATI	"13.8423987,75.702802"
BDW	BANDANWARA	"26.1253108,74.6913886"
BDWA	BADHWA BARA	"23.2943234,81.28675818"
BDWD	BODWAD	"20.9037627,76.017226"
BDWL	BIRADHWAL	"29.152311,73.887348"
BDWS	BADARWAS	"24.98350982,77.56199792"
BDXT	BASAI DHANKOT	"28.464465,76.982917"
BDXX	BADE ARAPUR	"19.011164,81.837587"
BDY	BUDDIREDDIPPATI	"12.04502861,78.3131218"
BDYK	BINDAYAKA	"26.924404,75.659752"
BDYP	BIDYADHARPUR	"22.425152,88.452902"
BDYR	BIDYADABRI	"0,0"
BDZ	BADKULLA	"23.3045757,88.526467"
BE	BAREILLY	"28.3371343,79.4108244"
BEA	BIHIYA	"25.558723,84.448814"
BEAS	BEAS	"31.5198538,75.2912885"
BEB	BELDANGA	"23.9323194,88.2432281"
BED	BASERI	"26.74741159,77.5434351"
BEDM	BEDHAM	"27.453979,77.209511"
BEE	BEBEJIA	"26.310035,92.640806"
BEF	BHUPDEOPUR	"21.97528504,83.26023102"
BEG	BEHTAGOKUL	"27.5306436,80.055064"
BEH	BAGDIHI	"21.951166,84.18643"
BEHR	BEOHARI	"24.0004487,81.3798954"
BEHS	BIHAR SHARIF	"25.206536,85.5394947"
BEHT	BIHAT HALT	"25.45118,86.028957"
BEI	SHIMOGA BIDARE	"0,0"
BEJ	BENIGANJ	"27.300096,80.440779"
BEK	BUNDKI	"29.522767,78.3934754"
BELA	BELA	"24.9789,84.981823"
BELD	BELKHERA	"22.982101,79.300089"
BELT	BELA	"0,0"
BEM	BUDAUN	"28.0277122,79.1362437"
BEML	BEML NAGAR	"12.9786313,78.24196815"
BENL	BENL	"16.384297,75.882139"
BEO	BIROHE	"25.174029,82.449989"
BEP	BHEERPUR	"25.265034,81.98925"
BEPR	BELAPUR CBD	"19.018711,73.038676"
BEQ	BELUR	"22.63639201,88.33998084"
BER	BEAWAR	"26.1085078,74.3145711"
BERO	BERO	"23.548251,86.726589"
BET	BARETH	"23.91510729,77.99983978"
BETI	BHETASI	"22.421304,73.031917"
BEU	BISHESHWARGANJ	"27.340932,81.833467"
BEW	BETAVAD	"21.149634,74.886589"
BEX	BELBONI	"23.277304,87.153854"
BEY	B CEMENT NAGAR	"15.48627233,78.19536209"
BF	BAGETAR	"25.179311,92.999267"
BFD	BORHAT	"27.163793,95.277042"
BFE	BAHAWAL BASI	"30.147205,74.279251"
BFF	BARABHATI	"20.863464,80.061321"
BFG	BAGTHAR	"26.79641183,77.52236903"
BFJ	BHORAS BUDRUKH	"20.537971,75.013962"
BFM	BHALUI	"25.085599,86.166801"
BFN	BUGANA	"25.05489,86.183581"
BFP	BILOCHPURA AGRA	"27.202179,77.986729"
BFPA	BHOPATPUR	"28.452091,79.812241"
BFQ	BENDI	"23.763352,84.416714"
BFR	BAIKAL FORT	"12.385904,75.043166"
BFS	BHARAWAS	"28.114837,76.585007"
BFT	BHABTA	"23.9869077,88.241524"
BFV	BAHELIA BUZURG	"28.046834,80.512447"
BFW	BYATRAYANHALLI	"13.00229974,77.98876762"
BFX	BAGHI GHAUSPUR	"25.052052,85.684133"
BFY	BHESANA	"25.82401,73.7177203"
BFZ	BHANDARTIKURI	"23.43285157,88.32947731"
BG	BHONGIR	"17.525056,78.89883"
BGA	BAGALIA	"23.44702617,86.51913643"
BGAE	BALAGARH	"23.1220453,88.4530522"
BGAN	BANGAIN	"27.239063,81.905994"
BGB	BUDGE BUDGE	"22.49277248,88.19436228"
BGBR	BAGBAHRA	"21.0460646,82.3839186"
BGD	BARA GUDAH	"29.697447,75.001431"
BGDA	BOGADA	"20.278783,86.585999"
BGDI	BAGADIA	"0,0"
BGDS	BHAGWANPUR DESU	"25.82678,85.845795"
BGF	BAGILA	"23.16039581,88.12225441"
BGG	BANTA RNATHGARH	"25.60205707,73.52763176"
BGH	BAGHAULI	"27.227921,80.296154"
BGHI	BAGHAI ROAD	"24.555633,81.018393"
BGHU	BORRAGUHALLU	"18.275324,83.039989"
BGJT	BAGHA JATIN	"22.482285,88.387091"
BGK	BAGALKOT	"16.1789031,75.7003483"
BGKA	BANGURKELA	"22.276945,84.973562"
BGKT	BHAGAT KI KOTHI	"26.2480872,73.0129266"
BGL	BAGULA	"23.33504471,88.64598372"
BGLI	BARGOLAI	"27.287816,95.703878"
BGM	BELGAUM	"15.8492033,74.5095239"
BGMR	BAGUMRA	"21.149514,72.995911"
BGMU	BANGARMAU	"26.89175589,80.22199951"
BGN	BORGAON	"20.7288393,77.1794302"
BGO	BOGRI ROAD	"22.882067,87.326052"
BGP	BHAGALPUR	"25.2422293,86.9771118"
BGPA	BAGESHAPURA	"13.119939,76.217823"
BGPL	BAGHUAPAL	"21.042089,86.013036"
BGPR	BHAGWANPURA	"25.419052,73.363352"
BGQ	BHONGAON	"27.2588416,79.1655234"
BGR	BHAGDARA	"20.744556,75.755882"
BGRA	BAGHNAPARA	"23.241642,88.329284"
BGRD	BELIAGHATA ROAD	"22.674768,88.607225"
BGRM	BIGGABAS RAMSARA	"28.04779242,74.20164743"
BGRR	BAGARPUR HALT	"29.079126,78.278103"
BGS	BEGU SARAI	"25.425156,86.134336"
BGSF	BISUGIRSHARIF	"18.347662,79.483144"
BGTA	BAGRA TAWA	"22.6311213,77.9941173"
BGTN	BHAGTANWALA	"31.596448,74.880581"
BGU	BAIRAGNIA	"26.738252,85.273304"
BGUA	BAIGUDA	"18.82683371,82.96557736"
BGVN	BHIGWAN	"18.316966,74.774752"
BGWD	BAGEWADI	"16.30770084,74.75353003"
BGWI	BEGDAEWADI	"18.700603,73.708777"
BGX	BAGRI SAJJANPUR	"25.916519,73.821602"
BGY	BANGRIPOSI	"22.130728,86.501412"
BGZ	BAHADURGARH	"28.701053,76.931076"
BH	BHARUCH JN	"21.707317,72.998099"
BHA	BHANDAI	"27.06879445,77.96653748"
BHAD	BARHAPUR HALT	"25.427152,85.860043"
BHAL	BHATIEL	"22.477506,72.835064"
BHAN	BHOYANI	"23.358489,72.234392"
BHAS	BHOJRAS	"25.7883766,74.6344399"
BHAT	BHATPURA	"26.327114,77.674541"
BHAW	BLOCKHUT A	"26.801856,80.980225"
BHB	BADLA GHAT	"25.5534329,86.5868139"
BHBK	BODHADI BUJRUG	"19.464003,78.166351"
BHBR	BATHUA BAZAR	"0,0"
BHBV	BLOCK HUT B	"25.274969,83.102303"
BHC	BHADRAKH	"21.0912758,86.5157605"
BHCL	BAHORA CHANDIL	"25.365278,83.490086"
BHD	BADLI	"28.74638,77.1373225"
BHDH	BAHADURPUR H.	"0,0"
BHDR	BHADRI	"25.6770083,81.5681047"
BHET	BHESTAN	"21.1279029,72.8613328"
BHG	BHATON KI GALI	"27.105436,75.712709"
BHGH	BHAIRGACHHI	"23.274939,88.634176"
BHGJ	BIHARIGANJ	"25.732179,86.992235"
BHGN	BHILGAON	"26.354344,93.926067"
BHGP	BHAGIRATHPUR	"27.326178,83.38726"
BHHN	BABHANGAON HALT	"0,0"
BHHZ	BEHTA HAZIPUR HALT	"28.71927,77.303581"
BHI	BAHERI	"28.777511,79.5004421"
BHJ	BARHAJ BAZAR	"26.283642,83.731227"
BHJA	BHEJA	"18.47266914,82.68548381"
BHK	BADHARI KALAN	"27.798843,78.734379"
BHKD	BHURKUNDA	"23.6370742,85.3716552"
BHKH	BAGHOI KUSA	"24.838932,84.468727"
BHKL	BHAKRAULI	"28.308461,78.474655"
BHL	BHILWARA	"25.3440308,74.6312534"
BHLA	BEHULA	"23.1816574,88.4284821"
BHLE	BARAHAT	"24.916331,87.010689"
BHLI	BOHALI	"17.603612,75.28141"
BHLK	BHALKI	"18.0471411,77.228211"
BHLP	BHULANPUR	"25.2874853,82.9571292"
BHM	BAHRAM	"31.197495,75.894113"
BHMA	BAGHMARA HALT	"0,0"
BHME	BHANDARIDAH	"23.756282,86.06432"
BHN	BHULI	"23.805999,86.378117"
BHNA	BHAYNA	"23.31195134,88.64134886"
BHNE	BHONE	"21.018656,75.222187"
BHNP	BISHANPUR HALT	"0,0"
BHNS	BHANSI	"18.77670197,81.26515758"
BHOJ	BHOJ PADRA	"22.177709,72.997971"
BHP	BOLPUR S NIKTN	"23.658204,87.698536"
BHPA	BAHRUPIYA HALT	"22.2296,88.349047"
BHR	BHADRESHWAR	"22.8277697,88.34136486"
BHRB	BHAIRABI	"24.19545969,92.54106045"
BHRD	BAGHARA RAOD	"25.676651,81.567993"
BHRH	BHUYAR HALT	"20.713088,79.579682"
BHRJ	BECHARJI	"23.516302,72.029113"
BHRL	BHAROLI JN.	"32.27116809,75.61649323"
BHS	VIDISHA	"23.5226486,77.8151956"
BHSA	BHISHA	"26.576399,85.533371"
BHT	BHATTU	"29.38655,75.339646"
BHTA	BHATIYA	"22.0886542,69.2808623"
BHTK	BHANWAR TONK	"22.608306,81.898184"
BHTL	BHATEL	"22.1638763,69.4934087"
BHTN	BHITONI	"23.1426083,79.6738909"
BHTR	BHATPAR RANI	"26.3099966,84.0326214"
BHTS	BHATASA	"27.50415661,79.38428843"
BHU	BHANDU MOTIDAU	"23.708981,72.389259"
BHUA	BHUA	"25.927095,79.298458"
BHUJ	BHUJ	"23.2662825,69.6780878"
BHV	BHOMA	"22.171867,79.689589"
BHW	BARHARWA JN	"24.857858,87.774603"
BHWA	BECHHIWARA	"23.780632,73.523555"
BHX	BULLUANA	"30.217783,74.78327"
BHY	BHAYAVADAR	"21.8494731,70.2356301"
BHZ	BIHARA	"24.9632978,92.689534"
BI	BARI SADRI	"24.411515,74.468765"
BIA	BHILAI	"21.2022483,81.4213738"
BIB	BIRPUR	"26.155708,77.174363"
BIC	BICHIA	"28.1826605,81.2716708"
BICI	BARKICHANPI	"23.533143,84.728279"
BID	BIDADI	"12.8005252,77.3903984"
BIDR	BIDAR	"17.9116536,77.5137493"
BIF	BHAIRONPUR	"22.431816,77.420139"
BIG	BELGAHNA	"22.430705,82.031994"
BIGA	BIGGA	"28.05104963,74.14448419"
BIH	BAIRAGARH	"23.2740472,77.33666"
BIJ	BIRNAGAR	"23.2363354,88.551712"
BIJR	BIJOOR HALT	"13.8226562,74.6425135"
BIK	BHIRA KHERI	"28.334679,80.486012"
BILA	BHESLANA	"27.065059,75.304037"
BILD	BILDI	"23.2251432,74.9181587"
BILK	BILKHA	"21.4432284,70.6005521"
BILP	BHILPUR	"22.196505,73.323827"
BIM	BILIMORA JN	"20.763779,72.970934"
BIML	BHIMAL	"24.7525506,73.9225602"
BINA	BINA JN	"24.1711135,78.1833398"
BINR	BRIJ NAGAR	"27.439279,77.089348"
BIO	BORDI	"22.8664971,74.3471086"
BIP	BAHILPURWA	"25.136738,80.998249"
BIPR	BHEEMPURA	"25.129744,72.392349"
BIQ	BANSI PAHARPUR	"26.93309,77.457561"
BIR	BIR	"0,0"
BIRA	BIRA	"22.789634,88.571606"
BIRD	BHIWANDI ROAD	"19.268754,73.045864"
BIRL	BIRAUL	"0,0"
BIRP	BIRARAJPUR	"22.8237501,86.06475201"
BIS	BISWA BRIDGE	"20.88523715,76.33927345"
BISH	BISHENGARH	"25.448574,72.5749165"
BIU	BIDUPUR	"25.679049,85.355959"
BIV	BAMHNI BANJAR	"0,0"
BIWK	BISALWAS KALAN	"24.5002753,74.783324"
BIX	BHIND	"26.5886649,78.7771953"
BIY	BARDOLI	"21.1343305,73.1059844"
BIZ	BAIHATA	"26.343883,91.684513"
BJ	BAHJOI	"28.4010896,78.6310964"
BJA	BIJROTHA	"24.9465498,78.4212148"
BJBA	BIJBIARA	"0,0"
BJD	BAREJADI	"22.8949267,72.6773863"
BJE	BHOJUDIH JN	"23.642055,86.4468793"
BJF	BIJNI	"26.497557,90.707417"
BJG	BAJRANGARH	"23.042457,74.694843"
BJI	BIJAULI	"25.3762278,78.5175061"
BJIH	BIJULI HALT	"26.186636,85.976086"
BJK	BIJORA	"25.1448524,76.3954389"
BJKN	BAJEKAN	"29.523878,75.098677"
BJL	BRAHMAJAN	"26.851335,93.550129"
BJLP	BARAI JALALPUR	"27.449638,80.800152"
BJM	BHAGAVATHIPURAM	"9.018863,77.19183"
BJMD	BARA JAMDA	"22.1660627,85.411922"
BJMR	BAIJNATH MANDIR	"32.05282566,76.65172894"
BJN	BEJNAL	"24.983568,73.915329"
BJNR	BIJAINAGAR	"25.930613,74.6526689"
BJO	BIJNOR	"29.3854698,78.1466447"
BJP	BIJAPUR	"16.8305703,75.7395112"
BJPL	BAIJNATHPAPROLA	"32.049989,76.632128"
BJPR	BIJAIPUR ROAD	"26.196417,77.305126"
BJQ	BAGHORA	"24.1362367,78.2606962"
BJR	BARRAJPUR	"26.6855959,80.1391076"
BJRA	BHAJERA	"27.107575,76.680965"
BJRI	BIJURI	"23.2505586,82.1191661"
BJT	BAJPATTI	"26.546766,85.620403"
BJU	BARAUNI JN	"25.462088,85.989068"
BJUD	BAJUD	"21.736261,71.828055"
BJV	BIJAURIA	"28.575025,79.655514"
BJW	BAJVA	"22.3667126,73.1436151"
BJWS	BOJAWAS	"28.313146,76.253228"
BJY	BANGALBAREE	"25.626514,88.229485"
BK	BAKRA ROAD	"25.2135223,72.488073"
BKA	BARKHERA	"22.917449,77.649736"
BKAC	BARKAKHANA AVOIDING	"23.64075,85.463822"
BKC	BHIKAMKOR	"26.80764,72.787213"
BKD	BHANKODA	"23.2703162,72.12810616"
BKDE	BUDHAKHERA	"29.378809,76.557283"
BKDR	BEGUN KUDAR	"0,0"
BKF	BHIKHNA THORI	"27.333116,84.61009"
BKG	BANKA GHAT	"25.547398,85.273132"
BKH	BANKHEDI	"22.7752319,78.5383469"
BKHP	BHIKHAMPUR	"28.228331,80.365334"
BKHR	BAKHRI	"25.50046,87.310238"
BKI	BANDIKUI JN	"27.039251,76.566703"
BKIT	BINKADAKATTI	"15.436307,75.590229"
BKJ	BARKUR	"13.4774988,74.7597204"
BKKA	BHUKARKA	"29.239301,74.750805"
BKKI	BAKARKUDI	"0,0"
BKKS	BAKAS	"26.776572,81.051979"
BKL	BONA KALU	"17.031141,80.261049"
BKLA	BAKULHA	"25.798037,84.543571"
BKLE	BAKUDI	"24.92559424,87.77810097"
BKN	BIKANER JN	"28.014029,73.316488"
BKNA	BAKAINA HALT	"29.03591,78.274841"
BKNG	BHAKTI NAGAR	"22.282743,70.792058"
BKNM	BANKRA NAYABAJ	"22.591765,88.272142"
BKNO	BIKNA	"23.252071,87.101841"
BKO	BINDKI ROAD	"26.116602,80.580597"
BKP	BAKHTIYARPUR JN	"25.45614,85.529594"
BKPR	BAKASPUR	"22.985736,84.956245"
BKPT	BHAKARAPET	"14.4090827,78.96979317"
BKRD	BHALUKA ROAD F	"25.3429316,87.9124876"
BKRH	BRIJ KISHOR HALT	"26.31342,84.69429"
BKRL	BAKROL	"22.593726,73.423176"
BKRO	BOKARO THERMAL	"23.7853803,85.8758082"
BKS	BALIKOTIA	"26.46786942,92.57000308"
BKSA	BAKHSHA	"25.830643,82.513161"
BKSC	BOKARO STL CITY	"23.656711,86.085176"
BKSL	BIKRAMSHILA	"25.29976436,87.2999382"
BKT	BAKSHI KA TALAB	"26.983582,80.922461"
BKTH	BAIKUNTH	"21.4974824,81.7798394"
BKTL	BAKTAL	"23.233933,77.038364"
BKTS	BAKOTHIKHAS	"26.87844,80.038147"
BKTW	BAIKUNTH	"21.489651,81.777935"
BKU	BHIKNUR	"18.163876,78.398352"
BKWA	BAKAYANWALA	"30.143012,73.985538"
BL	VALSAD	"20.6086295,72.9335991"
BLA	BAJALTA	"32.762738,74.953709"
BLAE	BALARAMBATI	"22.8069627,88.21231842"
BLAX	BARLAI	"22.893843,75.961789"
BLC	BOLDA	"19.5516921,77.2732508"
BLD	BHILAD	"20.2756332,72.887756"
BLDA	BELDA	"22.07120398,87.33667374"
BLDI	BHILDI	"24.194731,72.008667"
BLDK	BALAUDA TAKUN	"22.877124,75.755196"
BLDL	BALLE-DA-PIR-LARATH	"32.215851,75.932852"
BLDR	BALDANA ROAD	"22.594835,71.734543"
BLG	BILHAR GHAT	"26.6815868,82.2692779"
BLGA	BELAGULA	"12.387581,76.587753"
BLGR	BALANGIR	"20.688761,83.494377"
BLGT	BALURGHAT	"25.233128,88.758116"
BLH	BELGHARIA	"22.66166,88.389215"
BLHR	BALAHAPUR HALT	"0,0"
BLJA	BHALOJALA HALT	"31.45550117,75.18559098"
BLK	BELAKOBA	"26.591751,88.583622"
BLKR	BALLEKERE HALT	"13.502482,76.023674"
BLL	BANTANAHAL	"15.16298019,77.27580365"
BLLI	BALLI	"15.1517958,74.0210456"
BLM	BALAMU JN	"27.167153,80.352287"
BLME	BHOLLDIH	"23.898394,86.116848"
BLMK	BHALUMASKA	"19.32774783,83.29391956"
BLMR	BHALUKMARA	"26.685042,94.143219"
BLN	BALLYGUNGE JN	"22.51977196,88.37200854"
BLND	BOLINNA DOABA	"31.34255,75.656662"
BLNG	BARLANGA	"23.449703,85.833263"
BLNI	BHALWANI	"18.213372,75.199699"
BLNK	BELANKI	"16.84880756,74.86923565"
BLNR	BIRLANAGAR	"26.237245,78.1950008"
BLO	BHULON	"24.635939,76.968842"
BLP	BALRAMPUR	"27.433108,82.180223"
BLPE	BALAPALLE	"13.816911,79.403317"
BLPR	BADULIPAR	"26.646385,93.878689"
BLPU	BILPUR	"28.083188,79.625301"
BLQR	BILASPUR ROAD	"28.865121,79.253783"
BLR	BALGANUR	"15.59269851,75.60258865"
BLRD	BALA ROAD	"22.80451,71.703644"
BLRG	BALASIRING	"23.267212,85.270729"
BLRR	BELANDUR ROAD	"12.936955,77.707329"
BLS	BALASORE	"21.500991,86.920052"
BLSA	BOLSA	"19.005484,77.701664"
BLSD	BALSAMAND	"27.581177,74.473743"
BLSN	BELSONDA	"21.154657,82.035255"
BLSR	BELASAR	"27.995462,73.653545"
BLT	BALOTRA JN	"25.830121,72.248733"
BLTR	BELTHARA ROAD	"26.120918,83.841219"
BLU	BILHAUR	"26.839082,80.060463"
BLV	BHELWA	"26.993831,84.778061"
BLW	BALAWALI	"29.6273445,78.1123428"
BLWD	BOLWAD	"16.823931,74.720078"
BLWR	BILESHWAR	"22.382619,70.830917"
BLX	BOLAI	"23.365817,76.515741"
BLY	BALLY	"22.6562038,88.3407821"
BLYG	BALLY GHAT	"22.652383,88.347641"
BLZ	BUDHLADA	"29.9217422,75.5496866"
BM	BODMA	"23.897766,86.853104"
BMA	BAGMAR	"21.75089,76.35704"
BMAE	BELMURI	"22.93254742,88.15215111"
BMB	BAMRA	"22.051755,84.291444"
BMBE	BIMBARI	"19.164465,77.631626"
BMC	BHIMALGONDI	"21.741164,78.914752"
BMCK	BISSAMCUTTACK	"19.487308,83.458843"
BMD	BHIMADOLU	"16.80836173,81.26097679"
BMDI	BRAHMANWADA	"23.653723,72.076664"
BME	BARMER	"25.7449219,71.397467"
BMF	BASMAT	"19.334794,77.151833"
BMG	BAMANGACHHI	"22.749034,88.510044"
BMGA	BHIMGARA	"23.73840814,87.28463905"
BMGM	BRAHMANAGUDEM	"16.93004821,81.67506695"
BMGN	BAMUNI GAON	"26.01159,91.282456"
BMGR	BAMANGRAM	"25.623186,88.199015"
BMH	BETAMCHERLA	"15.449192,78.148456"
BMHR	BAMANHERI	"29.514542,77.70617"
BMHT	BARAW MORE	"0,0"
BMI	BAMNIA	"23.0952935,74.7585458"
BMJ	BRIDGMANGANJ	"27.195327,83.196888"
BMK	BIRANG KHERA	"29.919084,74.647636"
BMKD	BELLAMKONDA	"16.46967,80.006003"
BMKI	BAPUDM MOTIHARI	"26.655533,84.90509"
BMKJ	BHIMKHOJ	"21.079915,82.288917"
BMLL	BAMLA	"28.832644,76.244259"
BMM	BHASKARPARA	"22.987948,71.905149"
BMN	BHIMANA	"24.595831,72.886562"
BMNI	BAMANI	"17.512451,75.237293"
BMNL	BAMAN WALI HALT	"28.361646,73.555183"
BMO	BOLARUM	"17.5332793,78.5151467"
BMP	BRAMHAPURI	"20.603643,79.867237"
BMPL	BRAHMANPALLI	"17.876654,78.465385"
BMPR	BADAMPAHAR	"22.0889802,86.1118698"
BMPT	BANNI MAHAMMAN PATTI	"25.891195,84.778576"
BMQ	BHIMARLAI	"25.89331086,71.88211556"
BMR	BIKRAMPUR	"23.082416,79.586506"
BMRN	BHIMRANA	"22.390119,68.992675"
BMSB	BHIMASAR BG	"23.186464,70.174935"
BMSN	BAMSIN	"25.763721,72.544355"
BMSR	BHIMASAR	"23.186464,70.174935"
BMT	BEGAMPET	"17.4385239,78.4582766"
BMU	BAMHRAULI	"25.44467,81.741371"
BMVR	BHAMER MINAWADA	"0,0"
BMW	BAMHANI	"20.922521,79.364312"
BMY	BAMIANA	"28.26359382,79.3295758"
BMZ	BAMOUR GAON	"26.346498,78.081722"
BN	BIBINAGAR	"17.470681,78.794525"
BNA	BANNI KOPPA	"15.40672732,75.94190892"
BNAA	BIBHUTIBHUSHAN	"23.02790355,88.82171934"
BNAR	BINAUR	"26.402787,80.178781"
BNB	BANSTOLA	"22.411187,87.082958"
BNBA	BIMAN BUNDER	"22.646749,88.437624"
BNBH	BANI BIHAR	"20.292791,85.852833"
BNBR	BAHANAGA BAZAR	"21.33594403,86.76153839"
BNC	BANGALORE CANT	"12.9934335,77.5990869"
BNCE	BANGALORE EAST	"13.00127,77.6182601"
BNCR	BANCHARI	"27.953165,77.362633"
BNDA	BANDA JN	"25.477217,80.335786"
BNDI	BARUNDINI	"25.173796,74.930491"
BNDM	BONDAMUNDA	"22.2358074,84.9253481"
BNDP	BUNIADPUR	"25.386527,88.402348"
BNE	BOHANI	"22.913654,78.923206"
BNF	BANDHUA	"24.75205374,85.06628037"
BNG	BARNAGAR	"23.061214,75.376554"
BNGL	BHANGALA	"32.022995,75.611858"
BNGM	BANGURGRAM HALT	"26.138333,74.346714"
BNGN	BONGAIGAON	"26.478563,90.560818"
BNGY	BAHMAN JYOTIA	"26.999567,82.362871"
BNH	BHIMNATH	"22.246363,71.92543"
BNHL	BELLENAHALLI	"14.243919,76.554451"
BNHR	BANBIHARI - GWALIPUR	"20.33951661,86.20552345"
BNI	BUDNI	"22.7871243,77.6812926"
BNJ	BANGAON JN	"23.02972033,88.83330648"
BNJL	BINJHOL HALT	"29.344175,76.923351"
BNK	BANASANKARAI HALT	"13.265719,76.513982"
BNKA	BANKIM NAGAR	"23.20888877,88.59173873"
BNKH	BHAIRANAYAKANAHALLI	"13.193968,77.383103"
BNKI	BANMANKHI JN	"25.885172,87.193744"
BNKJ	BANKE GANJ	"28.158508,80.416316"
BNKR	BANKA ROAD OA	"24.880908,86.913958"
BNL	BEVINAHALU	"15.16687376,77.21288975"
BNLS	BANGI NIHALSNGH	"30.008166,74.955125"
BNLW	BANSTHALI NIWAI	"26.366033,75.941277"
BNLY	BHANUPLI	"0,0"
BNM	BARAGAON	"26.756034,81.836643"
BNN	BARNALA	"30.3708368,75.5496866"
BNNR	BHINDAR	"24.528697,74.179688"
BNO	BANAR	"26.33973,73.146651"
BNP	BHANAPUR	"15.38719828,76.036666"
BNPT	BENIPATIPIRARPUR	"0,0"
BNQ	BANARHAT	"26.798025,89.025822"
BNQL	BHANKALA HALT	"29.847716,77.475586"
BNR	BHAGWANPUR	"25.85829672,85.30107021"
BNRD	BALANGIR ROAD	"20.714734,83.498197"
BNS	BANAS	"24.7135038,72.9890656"
BNSA	BANBASA	"28.992135,80.0736601"
BNSL	BANSINALA HALT	"24.66519241,85.16172409"
BNSP	BANSAPAHAR	"25.055745,81.050262"
BNSR	BHAGWAN SAR	"29.343726,73.859711"
BNT	BHARTHANA	"26.7506048,79.2167412"
BNTH	BANDHNATH	"21.434055,70.356789"
BNTL	BANTAWALA	"12.878135,75.034046"
BNU	BANDAKPUR	"23.848456,79.576206"
BNV	BINNAGURI	"26.7474183,89.0527209"
BNVD	BHAUNRA	"21.9325944,69.7984078"
BNW	BHIWANI	"28.7979561,76.1251097"
BNWC	BHIWANI CITY	"28.8253985,76.1439991"
BNWD	BHANDEWADI HALT	"21.141029,79.159069"
BNWS	BHANWASA	"26.826828,75.213604"
BNXR	BIDHAN NAGAR	"22.592062,88.390675"
BNY	BARHNI	"27.4956051,82.7916437"
BNZ	BADSHAHNAGAR	"26.8689734,80.9617206"
BO	BORSAD	"22.401268,72.908878"
BOBS	BOBAS	"26.9059164,75.4983258"
BOD	BANGROD	"23.3984156,75.1243457"
BOE	BARSOI JN	"25.6509022,87.9226021"
BOF	BAROG	"30.8904129,77.0825296"
BOG	BHAIRONGARH	"23.1838565,74.8790382"
BOI	BAINCHI	"23.1195243,88.196686"
BOJ	BHOJO	"27.0634982,95.032306"
BOK	BORKHEDI	"20.86047604,78.97474766"
BOKE	BHOKE	"17.0490046,73.3810115"
BOKO	BOKO	"25.999691,91.224289"
BOKR	BHOKAR	"19.214075,77.666645"
BOM	BOMADRA	"25.78045392,73.43958509"
BOMN	BOMMAGUNDANAKERE	"14.59189,76.68045"
BON	BHOnra	"25.181797,76.140575"
BONA	BOINDA	"20.9202366,84.7484064"
BOP	BHOGPUR	"22.402022,87.809579"
BOR	BOISAR	"19.7982373,72.761609"
BORA	BAGHDOGRA	"26.69790044,88.32458458"
BOT	BOROTI	"17.3953385,76.2538826"
BOTI	BAORI THIKRIA	"27.41462869,75.511415"
BOTR	BHAVDHARI	"28.380527,75.795536"
BOW	BORAWAR	"27.027783,74.666862"
BOX	BHOJASAR	"27.99735687,75.24497483"
BOY	BHADOHI	"25.3953036,82.5583997"
BOZ	BOLARUM BAZAR	"17.5187702,78.5153686"
BP	BARRACKPORE	"22.7607653,88.371128"
BPA	BELAMPALLI	"19.0535592,79.4862074"
BPAE	BEGUMPUR	"22.737517,88.255534"
BPAH	BENIPUR A HALT	"0,0"
BPB	BADARPUR JN	"24.8650375,92.5561827"
BPC	BERHAMPORE CRT	"24.0893541,88.263912"
BPD	BAHADURPUR	"23.4389695,88.4638292"
BPE	BENAPUR	"22.27178231,87.37667084"
BPF	BANAPURA	"22.457796,77.462454"
BPG	BADURPUR GHAT	"24.872732,92.580929"
BPGR	BENIPURGRAM HALT	"0,0"
BPH	BELPAHAR	"21.8270623,83.8489263"
BPHB	BHILAI PWR HS	"21.207779,81.375561"
BPJ	BARA HAPJAN	"27.529128,95.491447"
BPK	BHUGAON	"20.6736292,78.6698127"
BPKA	BHOPALKA	"22.1226303,69.3685905"
BPKH	BUDHA PUSHKAR HALT	"26.522424,74.594825"
BPL	BHOPAL  JN	"23.2599333,77.412615"
